Points,Expansions,PlayerCount,Platform,factionsInGame.1,factionsInGame.2,factionsInGame.3,factionsInGame.4,factionsInGame.5,factionsInGame.6,factionsInGame.7,factionsInGame.8,WinningFaction,Index
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Yssaril Tribes"," Naaz-Rokha Alliance"," Argent Flight"," Mentak Coalition"," Vuil'raith Cabal","","","Titans of Ul",6792
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Titans of Ul"," Mahact Gene-Sorcerers"," Naalu Collective"," Federation of Sol"," Vuil'raith Cabal","","","Federation of Sol",6828
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Argent Flight"," Titans of Ul"," Nekro Virus"," Universities of Jol-Nar"," Vuil'raith Cabal","","","Nekro Virus",6843
10,"Prophecy of Kings Only",6,"Async","Winnu"," Naalu Collective"," Mentak Coalition"," Ghosts of Creuss"," Nomad"," Vuil'raith Cabal","","","Ghosts of Creuss",6893
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Titans of Ul"," Embers of Muaat"," Nomad"," Winnu"," Vuil'raith Cabal","","","Empyrean",6909
10,"Prophecy of Kings Only",6,"Async","Arborec"," Embers of Muaat"," Nekro Virus"," Universities of Jol-Nar"," Xxcha Kingdom"," Vuil'raith Cabal","","","Nekro Virus",6991
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Nekro Virus"," Yin Brotherhood"," Universities of Jol-Nar"," Barony of Letnev"," Vuil'raith Cabal","","","Ghosts of Creuss",7007
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Yssaril Tribes"," Empyrean"," Titans of Ul"," Naalu Collective"," Vuil'raith Cabal","","","Yssaril Tribes",7008
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Keleres ~ Xxcha"," Mentak Coalition"," Federation of Sol"," Nekro Virus"," Vuil'raith Cabal","","","Mahact Gene-Sorcerers",7009
10,"Prophecy of Kings Only",6,"Async","Winnu"," Empyrean"," Mahact Gene-Sorcerers"," Nomad"," L1Z1X Mindnet"," Vuil'raith Cabal","","","L1Z1X Mindnet",7014
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," Naaz-Rokha Alliance"," Ghosts of Creuss"," Nomad"," Federation of Sol"," Vuil'raith Cabal","","","Naaz-Rokha Alliance",7034
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Winnu"," Naalu Collective"," Sardakk N'orr"," Emirates of Hacan"," Vuil'raith Cabal","","","Winnu",7046
10,"Prophecy of Kings Only",6,"Async","Naalu Collective"," Ghosts of Creuss"," Nekro Virus"," Yssaril Tribes"," Universities of Jol-Nar"," Vuil'raith Cabal","","","Yssaril Tribes",7098
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Arborec"," Winnu"," Naalu Collective"," Titans of Ul"," Vuil'raith Cabal","","","Naalu Collective",7121
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Universities of Jol-Nar"," Clan of Saar"," Nomad"," Emirates of Hacan"," Vuil'raith Cabal","","","Clan of Saar",7140
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Arborec"," Mentak Coalition"," Naalu Collective"," L1Z1X Mindnet"," Vuil'raith Cabal","","","Argent Flight",7236
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Arborec"," Universities of Jol-Nar"," Keleres ~ Mentak"," Embers of Muaat"," Vuil'raith Cabal","","","Universities of Jol-Nar",7281
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Argent"," L1Z1X Mindnet"," Titans of Ul"," Clan of Saar"," Naaz-Rokha Alliance"," Vuil'raith Cabal","","","L1Z1X Mindnet",7287
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Sardakk N'orr"," Embers of Muaat"," L1Z1X Mindnet"," Winnu"," Vuil'raith Cabal","","","Winnu",7359
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Mentak Coalition"," Embers of Muaat"," L1Z1X Mindnet"," Sardakk N'orr"," Vuil'raith Cabal","","","Mentak Coalition",7404
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Embers of Muaat"," Nomad"," Naalu Collective"," Empyrean"," Vuil'raith Cabal","","","Empyrean",7448
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Federation of Sol"," Universities of Jol-Nar"," Winnu"," Empyrean"," Vuil'raith Cabal","","","Federation of Sol",7544
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Mentak Coalition"," Keleres ~ Xxcha"," Clan of Saar"," Titans of Ul"," Vuil'raith Cabal","","","Titans of Ul",7552
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Nekro Virus"," Argent Flight"," Federation of Sol"," Empyrean"," Vuil'raith Cabal","","","Federation of Sol",7581
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Nomad"," Arborec"," Naalu Collective"," Titans of Ul"," Vuil'raith Cabal","","","Vuil'raith Cabal",7599
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Argent Flight"," Embers of Muaat"," Naaz-Rokha Alliance"," Sardakk N'orr"," Vuil'raith Cabal","","","Embers of Muaat",7608
10,"Prophecy of Kings Only",6,"Async","Nomad"," Barony of Letnev"," Empyrean"," Emirates of Hacan"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Mahact Gene-Sorcerers",7616
10,"Prophecy of Kings Only",6,"Async","Arborec"," Embers of Muaat"," Titans of Ul"," Mahact Gene-Sorcerers"," Keleres ~ Mentak"," Vuil'raith Cabal","","","Mahact Gene-Sorcerers",7630
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Naaz-Rokha Alliance"," Argent Flight"," Winnu"," Federation of Sol"," Vuil'raith Cabal","","","Federation of Sol",7638
10,"Prophecy of Kings Only",6,"Async","Arborec"," Ghosts of Creuss"," Nomad"," Emirates of Hacan"," Argent Flight"," Vuil'raith Cabal","","","Ghosts of Creuss",7672
10,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Embers of Muaat"," Nomad"," Naaz-Rokha Alliance"," Naalu Collective"," Vuil'raith Cabal","","","Naalu Collective",7684
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Yin Brotherhood"," Barony of Letnev"," Nomad"," Clan of Saar"," Vuil'raith Cabal","","","Nomad",7689
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Argent Flight"," Titans of Ul"," Mahact Gene-Sorcerers"," Clan of Saar"," Vuil'raith Cabal","","","Mahact Gene-Sorcerers",7711
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Naaz-Rokha Alliance"," Nomad"," Empyrean"," Yin Brotherhood"," Vuil'raith Cabal","","","Nomad",7758
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Naaz-Rokha Alliance"," Mahact Gene-Sorcerers"," Naalu Collective"," Empyrean"," Vuil'raith Cabal","","","Mahact Gene-Sorcerers",7793
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Arborec"," Embers of Muaat"," L1Z1X Mindnet"," Yin Brotherhood"," Vuil'raith Cabal","","","Embers of Muaat",7809
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Keleres ~ Mentak"," Federation of Sol"," Barony of Letnev"," L1Z1X Mindnet"," Vuil'raith Cabal","","","Keleres ~ Mentak",7904
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Empyrean"," Winnu"," Mahact Gene-Sorcerers"," Universities of Jol-Nar"," Vuil'raith Cabal","","","Universities of Jol-Nar",7933
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Sardakk N'orr"," Universities of Jol-Nar"," L1Z1X Mindnet"," Naalu Collective"," Vuil'raith Cabal","","","Barony of Letnev",7993
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Universities of Jol-Nar"," Mentak Coalition"," Yssaril Tribes"," Embers of Muaat"," Vuil'raith Cabal","","","Embers of Muaat",8002
10,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Nekro Virus"," Federation of Sol"," Sardakk N'orr"," Xxcha Kingdom"," Vuil'raith Cabal","","","Xxcha Kingdom",8062
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Argent Flight"," L1Z1X Mindnet"," Clan of Saar"," Yssaril Tribes"," Vuil'raith Cabal","","","Clan of Saar",8070
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," L1Z1X Mindnet"," Ghosts of Creuss"," Yin Brotherhood"," Keleres ~ Mentak"," Vuil'raith Cabal","","","L1Z1X Mindnet",8078
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Federation of Sol"," Yssaril Tribes"," Argent Flight"," Clan of Saar"," Vuil'raith Cabal","","","Clan of Saar",8079
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Nekro Virus"," Sardakk N'orr"," Naaz-Rokha Alliance"," Titans of Ul"," Vuil'raith Cabal","","","Naaz-Rokha Alliance",8151
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Barony of Letnev"," Yssaril Tribes"," Clan of Saar"," Winnu"," Vuil'raith Cabal","","","Embers of Muaat",8234
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Clan of Saar"," Winnu"," Sardakk N'orr"," Xxcha Kingdom"," Vuil'raith Cabal","","","Argent Flight",8312
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Arborec"," Barony of Letnev"," Universities of Jol-Nar"," Naalu Collective"," Vuil'raith Cabal","","","Barony of Letnev",8352
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Winnu"," Clan of Saar"," Xxcha Kingdom"," Nomad"," Vuil'raith Cabal","","","Winnu",8373
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Empyrean"," Nomad"," Titans of Ul"," Yssaril Tribes"," Vuil'raith Cabal","","","Vuil'raith Cabal",8386
10,"Prophecy of Kings Only",6,"Async","Arborec"," Winnu"," Titans of Ul"," Yssaril Tribes"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Winnu",8443
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Mahact Gene-Sorcerers"," Embers of Muaat"," Naalu Collective"," Nomad"," Vuil'raith Cabal","","","Vuil'raith Cabal",8462
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Embers of Muaat"," Ghosts of Creuss"," Emirates of Hacan"," Federation of Sol"," Vuil'raith Cabal","","","Vuil'raith Cabal",8486
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Naalu Collective"," Federation of Sol"," Vuil'raith Cabal","","","Keleres ~ Mentak",8509
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Winnu"," Yin Brotherhood"," Federation of Sol"," Empyrean"," Vuil'raith Cabal","","","Yin Brotherhood",8529
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Emirates of Hacan"," Naaz-Rokha Alliance"," Sardakk N'orr"," Xxcha Kingdom"," Vuil'raith Cabal","","","Vuil'raith Cabal",8532
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Mentak Coalition"," Clan of Saar"," Emirates of Hacan"," Naalu Collective"," Vuil'raith Cabal","","","Mentak Coalition",8535
10,"Prophecy of Kings Only",6,"Async","Arborec"," Naaz-Rokha Alliance"," Xxcha Kingdom"," Keleres ~ Mentak"," Federation of Sol"," Vuil'raith Cabal","","","Xxcha Kingdom",8546
10,"Prophecy of Kings Only",6,"Async","Universities of Jol-Nar"," L1Z1X Mindnet"," Ghosts of Creuss"," Yssaril Tribes"," Nekro Virus"," Vuil'raith Cabal","","","L1Z1X Mindnet",8631
10,"Prophecy of Kings Only",6,"Async","Winnu"," Ghosts of Creuss"," Naaz-Rokha Alliance"," Naalu Collective"," Empyrean"," Vuil'raith Cabal","","","Empyrean",8632
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Winnu"," Barony of Letnev"," Sardakk N'orr"," Mentak Coalition"," Vuil'raith Cabal","","","Winnu",8656
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Titans of Ul"," Argent Flight"," Winnu"," Yin Brotherhood"," Vuil'raith Cabal","","","Winnu",8680
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Empyrean"," Naalu Collective"," Xxcha Kingdom"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Vuil'raith Cabal",8687
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Embers of Muaat"," Universities of Jol-Nar"," L1Z1X Mindnet"," Sardakk N'orr"," Vuil'raith Cabal","","","Argent Flight",8720
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Emirates of Hacan"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Naaz-Rokha Alliance"," Vuil'raith Cabal","","","Nekro Virus",8814
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Empyrean"," Sardakk N'orr"," Nekro Virus"," Titans of Ul"," Vuil'raith Cabal","","","Titans of Ul",8833
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Naaz-Rokha Alliance"," Nekro Virus"," Mentak Coalition"," Nomad"," Vuil'raith Cabal","","","Naaz-Rokha Alliance",8843
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Naaz-Rokha Alliance"," Xxcha Kingdom"," Barony of Letnev"," Winnu"," Vuil'raith Cabal","","","Sardakk N'orr",8851
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Sardakk N'orr"," Argent Flight"," Naalu Collective"," Mentak Coalition"," Vuil'raith Cabal","","","Argent Flight",8865
10,"Prophecy of Kings Only",6,"Async","Ghosts of Creuss"," Sardakk N'orr"," Universities of Jol-Nar"," Mentak Coalition"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Vuil'raith Cabal",8955
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Yin Brotherhood"," Empyrean"," Argent Flight"," Federation of Sol"," Vuil'raith Cabal","","","Empyrean",9001
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Embers of Muaat"," Naaz-Rokha Alliance"," Emirates of Hacan"," Yin Brotherhood"," Vuil'raith Cabal","","","Barony of Letnev",9074
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Nomad"," Universities of Jol-Nar"," Sardakk N'orr"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Universities of Jol-Nar",9105
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Argent Flight"," Naalu Collective"," Clan of Saar"," Xxcha Kingdom"," Vuil'raith Cabal","","","Yssaril Tribes",9117
10,"Prophecy of Kings Only",6,"Async","Arborec"," Clan of Saar"," Naaz-Rokha Alliance"," Argent Flight"," Nomad"," Vuil'raith Cabal","","","Nomad",9230
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Mentak Coalition"," Clan of Saar"," Mahact Gene-Sorcerers"," Embers of Muaat"," Vuil'raith Cabal","","","Mentak Coalition",9232
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Barony of Letnev"," Clan of Saar"," Titans of Ul"," Keleres ~ Mentak"," Vuil'raith Cabal","","","Titans of Ul",9248
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Keleres ~ Xxcha"," Embers of Muaat"," Titans of Ul"," Empyrean"," Vuil'raith Cabal","","","Vuil'raith Cabal",9250
10,"Prophecy of Kings Only",6,"Async","Titans of Ul"," Empyrean"," Yssaril Tribes"," Clan of Saar"," Emirates of Hacan"," Vuil'raith Cabal","","","Yssaril Tribes",9267
10,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Titans of Ul"," Yssaril Tribes"," Emirates of Hacan"," Clan of Saar"," Vuil'raith Cabal","","","Clan of Saar",9381
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Mentak Coalition"," Keleres ~ Argent"," Arborec"," Universities of Jol-Nar"," Vuil'raith Cabal","","","Arborec",9388
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Ghosts of Creuss"," Nomad"," Naalu Collective"," Xxcha Kingdom"," Vuil'raith Cabal","","","Naalu Collective",9390
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Keleres ~ Argent"," Barony of Letnev"," Empyrean"," Universities of Jol-Nar"," Vuil'raith Cabal","","","Empyrean",9395
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Mentak Coalition"," Yssaril Tribes"," Ghosts of Creuss"," Federation of Sol"," Vuil'raith Cabal","","","Federation of Sol",9426
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Yssaril Tribes"," Naalu Collective"," Keleres ~ Mentak"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Yssaril Tribes",9434
10,"Prophecy of Kings Only",6,"Async","Arborec"," Keleres ~ Mentak"," Argent Flight"," Naaz-Rokha Alliance"," Barony of Letnev"," Vuil'raith Cabal","","","Keleres ~ Mentak",9442
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Nomad"," Embers of Muaat"," Ghosts of Creuss"," Empyrean"," Vuil'raith Cabal","","","Embers of Muaat",9449
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Universities of Jol-Nar"," L1Z1X Mindnet"," Emirates of Hacan"," Federation of Sol"," Vuil'raith Cabal","","","Emirates of Hacan",9453
10,"Prophecy of Kings Only",6,"Async","Empyrean"," Winnu"," Mahact Gene-Sorcerers"," Federation of Sol"," Xxcha Kingdom"," Vuil'raith Cabal","","","Federation of Sol",9456
10,"Prophecy of Kings Only",6,"Async","Winnu"," Mentak Coalition"," Ghosts of Creuss"," Nekro Virus"," Yin Brotherhood"," Vuil'raith Cabal","","","Yin Brotherhood",9465
10,"Prophecy of Kings Only",6,"Async","Federation of Sol"," Ghosts of Creuss"," Yin Brotherhood"," Naalu Collective"," Keleres ~ Mentak"," Vuil'raith Cabal","","","Federation of Sol",9478
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Argent"," Ghosts of Creuss"," L1Z1X Mindnet"," Nekro Virus"," Naalu Collective"," Vuil'raith Cabal","","","Nekro Virus",9519
10,"Prophecy of Kings Only",6,"Async","L1Z1X Mindnet"," Embers of Muaat"," Federation of Sol"," Winnu"," Argent Flight"," Vuil'raith Cabal","","","Winnu",9540
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Clan of Saar"," Arborec"," Argent Flight"," Universities of Jol-Nar"," Vuil'raith Cabal","","","Vuil'raith Cabal",9556
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Federation of Sol"," Barony of Letnev"," Argent Flight"," Naalu Collective"," Vuil'raith Cabal","","","Federation of Sol",9564
10,"Prophecy of Kings Only",6,"Async","Yin Brotherhood"," Federation of Sol"," Barony of Letnev"," Naalu Collective"," Mahact Gene-Sorcerers"," Vuil'raith Cabal","","","Barony of Letnev",9598
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," Keleres ~ Mentak"," L1Z1X Mindnet"," Titans of Ul"," Empyrean"," Vuil'raith Cabal","","","Titans of Ul",9615
10,"Prophecy of Kings Only",6,"Async","Xxcha Kingdom"," Clan of Saar"," Naalu Collective"," Titans of Ul"," Nomad"," Vuil'raith Cabal","","","Nomad",9625
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Empyrean"," Emirates of Hacan"," Titans of Ul"," Winnu"," Vuil'raith Cabal","","","Empyrean",9645
10,"Prophecy of Kings Only",6,"Async","Naaz-Rokha Alliance"," Naalu Collective"," Winnu"," Titans of Ul"," Argent Flight"," Vuil'raith Cabal","","","Titans of Ul",9666
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Naaz-Rokha Alliance"," L1Z1X Mindnet"," Mahact Gene-Sorcerers"," Argent Flight"," Vuil'raith Cabal","","","Naaz-Rokha Alliance",9677
10,"Prophecy of Kings Only",6,"Async","Keleres ~ Mentak"," Embers of Muaat"," Emirates of Hacan"," Clan of Saar"," Universities of Jol-Nar"," Vuil'raith Cabal","","","Clan of Saar",9722
10,"Prophecy of Kings Only",6,"Async","Barony of Letnev"," Universities of Jol-Nar"," Yin Brotherhood"," Naaz-Rokha Alliance"," Nekro Virus"," Vuil'raith Cabal","","","Universities of Jol-Nar",9749
10,"Prophecy of Kings Only",6,"Async","Mentak Coalition"," Keleres ~ Argent"," Xxcha Kingdom"," Yssaril Tribes"," Empyrean"," Vuil'raith Cabal","","","Empyrean",9753
10,"Prophecy of Kings Only",6,"Async","Arborec"," Naalu Collective"," Keleres ~ Mentak"," Yin Brotherhood"," Argent Flight"," Vuil'raith Cabal","","","Argent Flight",9776
10,"Prophecy of Kings Only",6,"Async","Nomad"," Winnu"," Emirates of Hacan"," Nekro Virus"," Xxcha Kingdom"," Vuil'raith Cabal","","","Xxcha Kingdom",9780
10,"Prophecy of Kings Only",6,"Async","Yssaril Tribes"," Argent Flight"," Sardakk N'orr"," Xxcha Kingdom"," Emirates of Hacan"," Vuil'raith Cabal","","","Yssaril Tribes",9781
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Naalu Collective"," Xxcha Kingdom"," Argent Flight"," Empyrean"," Vuil'raith Cabal","","","Vuil'raith Cabal",9790
10,"Prophecy of Kings Only",6,"Async","Embers of Muaat"," Winnu"," Universities of Jol-Nar"," Titans of Ul"," Keleres ~ Mentak"," Vuil'raith Cabal","","","Keleres ~ Mentak",9798
10,"Prophecy of Kings Only",6,"Async","Sardakk N'orr"," Universities of Jol-Nar"," Keleres ~ Xxcha"," Naaz-Rokha Alliance"," Empyrean"," Vuil'raith Cabal","","","Universities of Jol-Nar",9808
10,"Prophecy of Kings Only",6,"Async","Emirates of Hacan"," Yssaril Tribes"," Nomad"," Argent Flight"," Ghosts of Creuss"," Vuil'raith Cabal","","","Yssaril Tribes",9827
10,"Prophecy of Kings Only",6,"Async","Nekro Virus"," L1Z1X Mindnet"," Titans of Ul"," Arborec"," Naalu Collective"," Vuil'raith Cabal","","","Titans of Ul",9846
10,"Prophecy of Kings Only",6,"Async","Argent Flight"," Sardakk N'orr"," Titans of Ul"," Ghosts of Creuss"," Nekro Virus"," Vuil'raith Cabal","","","Sardakk N'orr",9881
10,"Prophecy of Kings Only",6,"Async","Nomad"," Naaz-Rokha Alliance"," Argent Flight"," Naalu Collective"," Ghosts of Creuss"," Vuil'raith Cabal","","","Ghosts of Creuss",9897
10,"Prophecy of Kings Only",6,"Async","Arborec"," Sardakk N'orr"," Federation of Sol"," Naalu Collective"," Nekro Virus"," Vuil'raith Cabal","","","Vuil'raith Cabal",9918
10,"Prophecy of Kings Only",6,"Async","Clan of Saar"," Barony of Letnev"," Argent Flight"," Universities of Jol-Nar"," Yssaril Tribes"," Vuil'raith Cabal","","","Yssaril Tribes",9990
10,"Prophecy of Kings Only",6,"Async","Mahact Gene-Sorcerers"," Yssaril Tribes"," Titans of Ul"," Federation of Sol"," Keleres ~ Mentak"," Vuil'raith Cabal","","","Mahact Gene-Sorcerers",10005
